fl_number,quantity,width,height,gusset,substrate,finish,seal_type,zipper,tear_notch,hole_punch,corners,actual_unit_price,calculated_unit_price,error_pct,direction,hp_cost,thermo_cost,poucher_cost,total_cost,labels_per_cycle,gear_teeth,no_across,no_around
FL-CQ-1417,50000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Rounded,0.16011,0.12002,25.04,UNDER,2126.35,685.5,3188.92,6000.77,8,288,1,8
FL-DL-1216,10000,3.0,5.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.24381,0.10819,55.62,UNDER,320.56,120.21,641.18,1081.94,12,288,1,12
FL-DL-1216,25000,3.0,5.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.2062,0.08693,57.84,UNDER,737.35,245.33,1190.55,2173.23,12,288,1,12
FL-DL-1216,50000,3.0,5.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.19511,0.08117,58.4,UNDER,1432.02,465.47,2160.94,4058.42,12,288,1,12
FL-DL-1216,100000,3.0,5.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.18917,0.0782,58.66,UNDER,2821.34,905.74,4092.65,7819.73,12,288,1,12
,25000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.22289,0.12774,42.69,UNDER,1084.52,355.34,1753.53,3193.4,8,288,1,8
,50000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.21067,0.12042,42.84,UNDER,2126.35,685.5,3208.92,6020.77,8,288,1,8
,75000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.20726,0.1178,43.16,UNDER,3168.51,1015.76,4650.77,8835.04,8,288,1,8
,100000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.20554,0.11663,43.26,UNDER,4210.34,1345.92,6106.52,11662.77,8,288,1,8
,250000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.20191,0.11425,43.42,UNDER,10462.3,3327.16,14772.01,28561.47,8,288,1,8
,500000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Rounded,0.20088,0.11327,43.62,UNDER,20882.24,6629.23,29121.39,56632.87,8,288,1,8
,5000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.25752,0.19428,24.56,UNDER,250.93,97.62,622.84,971.38,8,288,1,8
,10000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.20776,0.15269,26.51,UNDER,459.16,167.44,900.32,1526.92,8,288,1,8
,25000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.17686,0.12662,28.41,UNDER,1084.52,355.34,1725.69,3165.55,8,288,1,8
,50000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.16098,0.11986,25.54,UNDER,2126.35,685.5,3181.1,5992.95,8,288,1,8
,100000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.1499,0.11635,22.38,UNDER,4210.34,1345.92,6078.71,11634.97,8,288,1,8
,250000,4.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.14529,0.11413,21.44,UNDER,10462.3,3327.16,14744.22,28533.68,8,288,1,8
FL-DL-1392,1000,6.0,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.46472,0.54507,17.29,OVER,98.26,42.9,403.9,545.07,6,288,1,6
FL-DL-1392,2000,6.0,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.33768,0.32644,3.33,UNDER,153.84,60.6,438.45,652.89,6,288,1,6
FL-DL-1392,3000,6.0,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.26373,0.27307,3.54,OVER,209.08,78.19,531.94,819.21,6,288,1,6
FL-DL-1392,4000,6.0,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.24303,0.24691,1.59,OVER,264.98,95.99,626.65,987.62,6,288,1,6
FL-DL-1392,5000,6.0,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.22097,0.22012,0.38,UNDER,320.56,112.19,667.88,1100.62,6,288,1,6
FL-DL-1392,10000,6.0,5.0,2.0,MET PET,Gloss,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.18822,0.1804,4.16,UNDER,598.42,185.64,1019.93,1803.99,6,288,1,6
FL-CQ-1384,25000,6.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.23578,0.17798,24.51,UNDER,1599.51,501.99,2348.06,4449.56,5,260,1,5
FL-CQ-1384,50000,6.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.22866,0.17152,24.99,UNDER,3156.48,978.96,4440.69,8576.13,5,260,1,5
FL-CQ-1384,100000,6.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.22414,0.16809,25.01,UNDER,6270.41,1932.89,8606.06,16809.36,5,260,1,5
FL-CQ-1384,250000,6.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.22111,0.16588,24.98,UNDER,15612.21,4794.69,21062.39,41469.29,5,260,1,5
FL-CQ-1384,270000,6.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.22101,0.16579,24.99,UNDER,16857.78,5176.26,22728.67,44762.71,5,260,1,5
FL-CQ-1384,300000,6.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.22091,0.16568,25.0,UNDER,18726.14,5748.62,25228.09,49702.85,5,260,1,5
FL-DL-1391,5000,3.25,4.25,0,MET PET,Matte,3 Side Seal,None,Standard,None,Straight,0.1448,0.16431,13.47,OVER,193.6,77.67,550.28,821.55,11,286,1,11
FL-DL-1391,10000,3.25,4.25,0,MET PET,Matte,3 Side Seal,None,Standard,None,Straight,0.1172,0.11364,3.04,UNDER,344.57,128.15,663.65,1136.37,11,286,1,11
FL-DL-1391,15000,3.25,4.25,0,MET PET,Matte,3 Side Seal,None,Standard,None,Straight,0.10952,0.09876,9.83,UNDER,495.21,179.37,806.78,1481.36,11,286,1,11
FL-DL-1391,20000,3.25,4.25,0,MET PET,Matte,3 Side Seal,None,Standard,None,Straight,0.10172,0.0868,14.67,UNDER,646.17,216.0,873.82,1735.99,11,286,1,11
FL-DL-1391,25000,3.25,4.25,0,MET PET,Matte,3 Side Seal,None,Standard,None,Straight,0.09946,0.08238,17.17,UNDER,796.81,263.63,999.03,2059.47,11,286,1,11
FL-DL-1391,50000,3.25,4.25,0,MET PET,Matte,3 Side Seal,None,Standard,None,Straight,0.09446,0.07346,22.23,UNDER,1550.99,502.09,1619.78,3672.86,11,286,1,11
,5000,4.5,5.0,2.0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.26317,0.18858,28.34,UNDER,250.93,97.62,594.37,942.92,8,288,1,8
,10000,4.5,5.0,2.0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.23252,0.15002,35.48,UNDER,459.16,167.44,873.62,1500.22,8,288,1,8
,25000,4.5,5.0,2.0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.2117,0.12561,40.67,UNDER,1084.52,355.34,1700.31,3140.18,8,288,1,8
,50000,4.5,5.0,2.0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.20652,0.11935,42.21,UNDER,2126.35,685.5,3155.8,5967.65,8,288,1,8
,100000,4.5,5.0,2.0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.20359,0.1161,42.97,UNDER,4210.34,1345.92,6053.49,11609.74,8,288,1,8
,250000,4.5,5.0,2.0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,Round (Butterfly),Straight,0.20144,0.11403,43.39,UNDER,10462.3,3327.16,14719.07,28508.53,8,288,1,8
FL-CQ-1380,5000,4.0,6.0,0.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.47358,0.17636,62.76,UNDER,228.04,89.71,564.06,881.81,9,288,1,9
FL-CQ-1380,10000,4.0,6.0,0.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.39828,0.13754,65.47,UNDER,413.4,151.85,810.17,1375.42,9,288,1,9
FL-CQ-1380,25000,4.0,6.0,0.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.3552,0.1132,68.13,UNDER,968.8,318.67,1542.43,2829.9,9,288,1,9
FL-CQ-1380,50000,4.0,6.0,0.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.34161,0.10688,68.71,UNDER,1895.23,612.26,2836.6,5344.1,9,288,1,9
FL-CQ-1380,100000,4.0,6.0,0.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.33544,0.10359,69.12,UNDER,3747.78,1199.33,5412.38,10359.48,9,288,1,9
FL-CQ-1380,250000,4.0,6.0,0.5,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.33051,0.10152,69.28,UNDER,9304.75,2960.33,13114.55,25379.64,9,288,1,9
FL-CQ-1380,5000,4.75,6.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.35463,0.1965,44.59,UNDER,258.55,101.6,622.35,982.5,8,304,1,8
FL-CQ-1380,10000,4.75,6.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.29675,0.15657,47.24,UNDER,474.65,175.31,915.7,1565.65,8,304,1,8
FL-CQ-1380,25000,4.75,6.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.25898,0.13138,49.27,UNDER,1123.63,373.67,1787.26,3284.57,8,304,1,8
FL-CQ-1380,50000,4.75,6.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.2488,0.12501,49.75,UNDER,2204.82,722.17,3323.55,6250.54,8,304,1,8
FL-CQ-1380,100000,4.75,6.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.24314,0.12169,49.95,UNDER,4367.54,1419.27,6382.16,12168.98,8,304,1,8
FL-CQ-1380,250000,4.75,6.125,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.23855,0.11958,49.87,UNDER,10855.7,3510.59,15529.11,29895.39,8,304,1,8
FL-DL-1375,10000,3.0,4.8,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.12802,0.10819,15.49,UNDER,320.56,120.21,641.18,1081.94,12,288,1,12
FL-DL-1375,25000,3.0,4.8,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.10709,0.08693,18.83,UNDER,737.35,245.33,1190.55,2173.23,12,288,1,12
FL-DL-1375,50000,3.0,4.8,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.10105,0.08117,19.67,UNDER,1432.02,465.47,2160.94,4058.42,12,288,1,12
FL-DL-1375,75000,3.0,4.8,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.09919,0.0793,20.05,UNDER,2126.35,685.5,3135.8,5947.65,12,288,1,12
FL-DL-1375,100000,3.0,4.8,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.09782,0.0782,20.06,UNDER,2821.34,905.74,4092.65,7819.73,12,288,1,12
FL-DL-1353,5000,3.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.18301,0.15665,14.4,UNDER,206.05,81.55,495.64,783.24,10,280,1,10
FL-DL-1353,10000,3.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.1491,0.12172,18.37,UNDER,369.61,135.88,711.67,1217.17,10,280,1,10
FL-DL-1353,25000,3.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.1276,0.09983,21.77,UNDER,860.32,281.92,1353.44,2495.68,10,280,1,10
FL-DL-1353,50000,3.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.12141,0.09405,22.53,UNDER,1678.17,538.74,2485.6,4702.52,10,280,1,10
FL-DL-1353,100000,3.5,4.5,0,MET PET,Matte,3 Side Seal,CR Zipper,Standard,None,Straight,0.11804,0.09106,22.86,UNDER,3313.87,1052.4,4739.3,9105.57,10,280,1,10
FL-DL-1353,5000,3.5,4.5,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.20347,0.16234,20.21,UNDER,206.05,81.55,524.11,811.7,10,280,1,10
FL-DL-1353,10000,3.5,4.5,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.16542,0.12439,24.81,UNDER,369.61,135.88,738.37,1243.87,10,280,1,10
FL-DL-1353,25000,3.5,4.5,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.14119,0.10084,28.58,UNDER,860.32,281.92,1378.81,2521.05,10,280,1,10
FL-DL-1353,50000,3.5,4.5,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.13419,0.09456,29.54,UNDER,1678.17,538.74,2510.9,4727.82,10,280,1,10
FL-DL-1353,100000,3.5,4.5,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,None,Straight,0.13036,0.09131,29.96,UNDER,3313.87,1052.4,4764.53,9130.8,10,280,1,10
FL-DL-1345,25000,4.0,5.25,0,MET PET,Matte,2 Side Seal,None,Standard,None,Rounded,0.12483,0.09732,22.04,UNDER,968.8,318.67,1145.46,2432.93,9,288,1,9
FL-DL-1345,50000,4.0,5.25,0,MET PET,Matte,2 Side Seal,None,Standard,None,Rounded,0.11994,0.08834,26.34,UNDER,1895.23,612.26,1909.75,4417.24,9,288,1,9
FL-DL-1345,100000,4.0,5.25,0,MET PET,Matte,2 Side Seal,None,Standard,None,Rounded,0.11716,0.08378,28.49,UNDER,3747.78,1199.33,3430.84,8377.95,9,288,1,9
FL-DL-1345,250000,4.0,5.25,0,MET PET,Matte,2 Side Seal,None,Standard,None,Rounded,0.11539,0.08098,29.82,UNDER,9304.75,2960.33,7979.17,20244.25,9,288,1,9
FL-DL-1341,25000,3.5,3.5,0,MET PET,Matte,2 Side Seal,None,Standard,None,Rounded,0.10573,0.08764,17.11,UNDER,860.32,281.92,1048.84,2191.08,10,280,1,10
FL-DL-1341,50000,3.5,3.5,0,MET PET,Matte,2 Side Seal,None,Standard,None,Rounded,0.101,0.07869,22.09,UNDER,1678.17,538.74,1717.41,3934.33,10,280,1,10
FL-DL-1341,100000,3.5,3.5,0,MET PET,Matte,2 Side Seal,None,Standard,None,Rounded,0.09837,0.07415,24.63,UNDER,3313.87,1052.4,3048.27,7414.55,10,280,1,10
FL-DL-1341,250000,3.5,3.5,0,MET PET,Matte,2 Side Seal,None,Standard,None,Rounded,0.09666,0.07137,26.16,UNDER,8220.96,2593.37,7028.28,17842.61,10,280,1,10
,5000,6.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.25336,0.24089,4.92,UNDER,353.94,127.92,722.57,1204.43,5,260,1,5
,10000,6.5,5.0,2.0,MET PET,Matte,Stand Up Pouch,CR Zipper,Standard,Round (Butterfly),Straight,0.23967,0.19857,17.15,UNDER,665.33,215.81,1104.52,1985.67,5,260,1,5
